Date,Location,Latitude,Longitude,Operator,Route,Type,Aboard,Fatalities,Ground
05/21/2000,"Near Wilkes-Barre, Pennsylvania",41.2459149,-75.8813075,Executive Airlines,AtlantiCity - Wilkes-Barre,BAe Jetstream 3101-31,19,19,0
05/25/2000,"Near Manila, Philippines",14.5995124,120.9842195,Philippine Air Lines,Davao - Manila,Airbus A.330-301,298,1,0
05/25/2000,"Paris, France",48.856614,2.3522219,Streamline,Paris - London,Shorts 330-200,2,1,0
05/31/2000,"Off Whyalla, Australia",-33.034582,137.5756408,Whyalla Airlines,Adelaide - Whyalla,Piper PA-31-350 Navajo,8,8,0
06-05-2000,"Accra, Ghana",5.6037168,-0.1869644,Ghana Airlink,Tamale - Accra,Fokker F-27 Friendship 600,52,7,0
06/14/2000,"Liverpool, England",53.4083714,-2.9915726,ANT Air Taxi,Ronaldsway - Liverpool,Piper PA-31-350 Navajo,5,5,0
06/21/2000,"Cuiaba, Brazil",-15.5954142,-56.0925824,Air taxi - Jao Air Taxi,Cuiaba - Rondonopolis,Beech Baron,4,4,0
06/22/2000,"Shitai, China",30.2265699,117.53895,Wuhan Airlines,Enshi - Wuhan,Xian Yunshuji Y-7-100C,44,44,7
06/27/2000,"Off Shimano, Japan",36.204824,138.252924,Military - Japanese Air Self-Defence Force,Training,Kawasaki C-1A,5,5,0
07-08-2000,"Near Villahermosa, Mexico",17.989456,-92.9475061,Aerocaribe,Tuxtla Gutierrez - Villahermosa,British Aerospace  BAe Jetstream 32EP,19,19,0
07-09-2000,"Villavicencio, Colombia",4.1491688,-73.6285475,CORAL Colombia,Villavicencio - Mitu,Curtiss C-46A-60-CS,19,13,0
07/13/2000,"Raleigh, North Carolina",35.7795897,-78.6381787,Win Win Aviation,"Hinckley, IL - Louisburg, NC",de Havilland Canada DHC-6 Twin Otter 200,3,1,0
07/17/2000,"Patna, India",25.5940947,85.1375645,Indian Airlines/Alliance Airlines,Calcutta - Patna - Lucknow - New Delhi,Boeing B-737-2A8 Advanced,58,55,5
07/19/2000,"Linneus, Maine",46.038665,-67.9600193,Airwave Transport,Moncton - Montreal,Grumman G-159 Gulfstream I,2,2,0
07/20/2000,"Nassau, Bahamas",25.0443312,-77.3503609,Allied Air Freight,,Douglas C-47A-10-DK,2,2,0
07/21/2000,"Maui, Hawaii",20.7983626,-156.3319253,Blue Hawaiian Helicopters,Sight seeing,Aerospatiale AS355-F1,7,7,0
07/25/2000,"Gonesse, France",48.9864632,2.4497721,Air France,Paris - New York City,Aerospatiale BAe Concorde 101,109,109,4
07/26/2000,"Mafraq, Jordan",32.341673,36.2020028,Military - Royal Jordanian Air Force,,Lockheed C-130H Hercules,13,13,0
07/27/2000,"Jodhura, Nepal",28.394857,84.124008,Royal Nepal Airlines,Bajhang - Dhangadhi,de Havilland Canada DHC-6 Twin Otter 300,25,25,0
08-02-2000,"Cubatao, Brazil",-23.8844644,-46.4208663,Air taxi - Lider Air Taxi,Cubatao - Navegantes,Sikorsky S-76,6,6,0
08-06-2000,"Puerto Montt, Chile",-41.468917,-72.9411364,Military - Fuerza Aérea de Chile,Santiago - Coihaique,Casa 212-AB10 Aviocar,14,14,0
08-09-2000,"Burlington Township, New Jersey",40.0561471,-74.8458822,Patuxent Airways / Private,"Lakehurst, NY - Patuxent River, MD",Piper Navajo PA-31/ Piper Seminole PA-44,11,11,0
08-12-2000,"Near Tshikapa, Congo",-6.4192148,20.7926941,Staer Air,Kinshasa - Tshikapa,Antonov AN-26B,27,27,0
08/14/2000,"Teslin Lake, British Columbia, Canada",59.9132729,-132.3492168,RCMP-GRC Air Services,Teslin - Dease Lake,Cessna 208 Caravan I,2,2,0
08/15/2000,"Lumber City, Georgia",31.9293488,-82.6795831,Air Taxi,"Dothan, AL - Hazelhurst, GA",Piper PA-31-350,3,3,0
08/23/2000,"Off Manama, Bahrain",26.2235305,50.5875935,Gulf Air,Cairo - Manama,Airbus A320-212,143,143,0
08/25/2000,"Hilo Bay, Hawaii",19.7373509,-155.0750119,Big Island Airlines,Sightseeing,Piper PA-31-350 Navajo Chieftain,9,1,0
08/26/2000,"Near La Fortuna, Costa Rica",10.4678335,-84.6426806,SANSA,San Jose  - La Fortuna - Tamarindo,Cessna 208B Grand Caravan I,10,10,0
09-02-2000,"Mount Montezuma, Colombia",4.570868,-74.297333,Military - Fuerza Aérea Colombiana,,Douglas C-47,7,7,0
09-04-2000,"Near Burketown, Australia",-17.7422259,139.5479392,Charter - Central Air,Perth -,Beechcraft SKA 200,8,8,0
09/16/2000,"Kumarapura, Sri Lanka",6.6763944,81.2243444,Military - Sri Lanka Air Force,Colombo - Kalmunai,Mil Mi-17,14,14,0
09/18/2000,"Nuiqsut, Alaska",70.2185831,-150.9989543,Cape Smythe Air Service,Deadhorse - Nuiqsut,Piper PA-31-350 Navajo,10,5,0
10-06-2000,"Reynosa, Mexico",26.0508406,-98.2978951,Aeromexico,Mexico City - Reynosa - Matamoros,McDonnell Douglas DC-9-31,88,0,4
12-11-2000,"Near Sumacal, Beni, BO",,,Servicio Aereo Manchupo,Cashaschanes - Sumacal,Cessna 206,6,6,0
10-08-2000,"Port Radium, Northwest Territories, Canada",66.089218,-118.014297,Summit Air Charters,Kuglluktuk - Yellowknife,Shorts SC.7 Skyvan 3-100,3,3,0
10-09-2000,"Lummi Island, Washington",48.6829804,-122.649891,Empire Airlines,Bellingham - Eastsound-Orcas Island,Cessna 208B Caravan I Super Cargomaster,1,1,0
10-10-2000,"Wichita, Kansas",37.6871761,-97.330053,Bombardier Aerospace,Test flight,Canadair CL-600-2B16 Challenger 604,3,2,0
10/16/2000,"Hillsboro, Missouri",38.2320376,-90.5627432,Private,St. Louis - New Madrid,Cessna 335,3,3,0
10/19/2000,"Near Sam Neua, Laos",20.4170831,104.04787,Lao Aviation,Vientiane - Sam Neua,Harbin Yunshuji Y-12-II,17,8,0
10/25/2000,"Near Batumi, Republiof Georgia",41.6460978,41.64049,Military - Russian Air Force,Moscow - Batumi,Ilyushin IL-18D,86,86,0
10/31/2000,"Taipei, Taiwan",25.0329636,121.5654268,Singapore Airlines,Taipei - Los Angeles,Boeing B-747-412,179,83,0
10/31/2000,"Near Monaquimbundo, Angola",-9.898251,19.993361,Aca-Ancargo,Saurimo - Luanda,Antonov AN-26,44,44,0
11-07-2000,"Luabo, DemocratiRepubliCongo",-18.4003266,36.1029284,Malu Aviation,,Antonov 32B,11,2,0
11-09-2000,"Fort Wayne, Indiana",41.079273,-85.1393513,Superior Aviation,"Fort Wayne, IN - Milwaukee, WI",Swearingen SA.226TC Metro II,1,1,0
11/15/2000,"Near Luanda, Angola",-8.8146556,13.2301756,Asa Pesada,Luanda - Namibe,Antonov AN-26,57,57,0
11/20/2000,"Miami, Florida",25.7616798,-80.1917902,American Airlines,"Miami, FL - Port au Prince",Airbus A300-600R,114,1,0
11/25/2000,"Cordoba, Spain",37.8881751,-4.7793835,Mayoral Executive Jet,Malaga - Cordoba,Aerospatiale SN-601 Corvette,2,1,0
01/14/2001,"Near Lake Point, Utah",40.6807773,-112.2630024,Skydive Salt Lake - Charter,Skydiving,Beech A90 King Air,9,9,0
01/23/2001,"Eider Point, Alaska",53.9619444,-166.5991667,MajestiAir Cargo,,Douglas C-47A-30-DK (DC-3C),2,2,0
01/25/2001,"Ciudad Bolivar, Venezuela",8.0882791,-63.5535552,Rutaca Airlines,Canaina - Ciudad Bolivar - Por La Mar,Douglas DC-3C (C47A-DL),24,24,0
01/27/2001,"Byers, Colorado",39.7102023,-104.2233886,North Bay Charter,"Broomfield, CO - Stillwater, OK",Beech King Air 200 Catpass,10,10,0
01/31/2001,"El Yopal, Colombia",5.348903,-72.400523,Lineas Aereas Suramericanas,El Yopal - Mitu,Sud Aviation SE-210 Caravelle 10R,6,3,0
02-08-2001,"Beaver Island, Minnesota",45.5341319,-94.1494332,Northern Illinois Flight Center,Chicago - Beaver Island,Swearingen SA.227AT Merlin IVC,6,2,0
02-08-2001,"Nurnberg, Germany",49.4521018,11.0766654,E.A.S. Aeroservizi,"Nurnberg - Rome, Italy",Learjet 35A,3,3,0
02-10-2001,"Jakobkondre, Suriname",3.919305,-56.027783,Gum Air Charter,Paramaribo - Jakobkondre,GAF Nomad N24A,10,10,0
02/27/2001,"Near Granton Harbour, Scotland",55.9779195,-3.2421983,Loganair,Edinburgh - Belfast,Shorts 360-100,2,2,0
03-02-2001,"Rio Azul Farm, Brazil",-25.7267768,-50.7897625,Air taxi - Cuiaba Air Taxi,,Beech BE-55,6,6,0
03-03-2001,"Bangkok, Thailand",13.7563309,100.5017651,Thai Airways,Bangkok - Chiang Mai.,Boeing B-737-4D7,5,1,0
03-03-2001,"Unadilla, Georgia",32.2617127,-83.7365798,Military - Florida Army National Guard,"Fort Walton Beach, Fl - Oceana Naval Air Station, VA",Short 360,21,21,0
03/15/2001,"Medina, Saudi Arabia",24.5246542,39.5691841,Vnukovo Airlines,"Istanbul, Turky - Moscow, Russia",Tupolev 154M,174,3,0
03/17/2001,"Near Lubango, Angola",-14.9186136,13.5321234,Sociedade de Aviacao Ligeira Charter,Luanda - Lubango,Beechcraft 1900C,17,16,0
03/24/2001,"Gustavia, St. Barthélémy, French West Indies",17.8964345,-62.852201,Air Caraibes,St. Maarten - St. Barthélémy,de Havilland Canada DHC-6 Twin Otter,19,19,1
03/26/2001,"Jadura, Indonesia",-0.789275,113.921327,Merpati Nusantara Airlines,Training,Fokker F-27 Friendship 500F,3,3,0
03/29/2001,"Near Aspen, Colorado",39.1910983,-106.8175387,Jetwingsco Inc. - Private Charter,Los Angeles - Aspen,Grummand Gulfstream III,18,18,0
04-02-2001,"Ashbaubenon, Wisconsin",44.4822137,-88.0701033,Jet Wings,"Green Bay - Ft. Myers, Fl",Cessna 501 Citation I/SP,1,1,0
04-04-2001,"Adar Yeil, Sudan",12.862807,30.217636,Military - Sudan Air Force,Adar Yeil - Khartoum,Antonov AN-24,30,14,0
04-07-2001,"Thanh Tranh Village, Vietnam",14.058324,108.277199,SFC Vietnam - Charter - Full Account,Vinh - Dong Hoi - Hue,Mil Mi-18 Helicopter,16,16,0
04/28/2001,"Near Roque Perez, Argentina",-35.4006236,-59.3348143,Private - Techint  group,San Fernando - El Calafate,Cessna  208B Grand Caravan,10,10,0
05/16/2001,"Malatya, Turkey",38.3553627,38.3335247,Military - Turkish Air Force,Diyarbakir - Ankara,CASA CN-235M-10,34,34,0
05/17/2001,"Mendoza, Argentina",-32.8894587,-68.8458386,Fuerza Aérea Argentina,Mendoza - Parana,Fokker F-27 Friendship 400M,5,5,0
05/17/2001,"Near Sari, Iran",36.5658729,53.0586328,Faraz Qeshm Airlines,Tehran - Gorgan,Yakovlev YAK-40,30,30,0
05/22/2001,"Near Myakotino, Russia",56.773982,43.028571,Military - Russian Air Force,Rzhevsk - Morsansk,Antonov 12MGA,7,7,0
06/15/2001,"Jayapura, Indonesia",-2.5916025,140.6689995,Manunggal Air,Jayapura - Wamena,Transall C-160NG,19,1,0
07-04-2001,"Near Irkutsk, Russia",52.2854834,104.2890222,Vladivostokavia,Yekaterinburg - Irkutsk - Vladivostok,Tupolev TU-154M,145,145,0
07-05-2001,"Off Chinhae, South Korea",35.1297556,128.7373772,Private  - Daewoo Shipbuilding,Jinhae - Ockpo,Sikorsky S-76B helicopter,12,8,0
07-12-2001,"Near Puerto Cabello, Venezuela",10.4697685,-68.0298654,Private - OverteCompany,Puerto Cabello - Caracas,Antonov AN-28 PZL-MieleM-28 Sky Truck,13,13,0
07/14/2001,"Near Moscow, Russia",55.755826,37.6173,Russ Air Transport Company,Moscow - Norilsk,Ilyushin IL-76,10,10,0
07/30/2001,"Haines, Alaska",59.2351471,-135.447332,Air Taxi,"Shagway, AK - Return",Piper PA-32-300,6,6,0
08-05-2001,"Reykjavík, Iceland",64.1469868,-21.9407552,Naske Air,"Reykjavík, Iceland - Narsarsua, Greenland",Dassault Falcon 20C,3,3,0
08-10-2001,"Near Meadview, Arizona",36.002155,-114.0684841,Papillon Grand Canyon Helicopters of Las Vegas,Grand Canyon NP - Las Vegas,Aerospatiale AS350 Eurocopter  helicoper,7,6,0
08/23/2001,"Mugogo, DemocratiRepubliCongo",,,Victoria Airlines,Kama - Kapmene,Antonov 28,11,4,0
08/24/2001,"Terceira, Azores",38.7216415,-27.2205771,Canadian Air Transat,Toronto - Lisbon,Airbus A-330-243,304,0,0
08/24/2001,"Ithaca, New York",42.4439614,-76.5018807,Ameristar Jet Charter,"Ithaca, NY - Jackson, MI",Learjet 25,2,2,0
08/25/2001,"Marsh Harbour, Bahamas",26.5241653,-77.0909809,Blackhawk Int. Airways  - Private charter,Abaco - Miami,Cessna 402B,9,9,0
08/29/2001,"Near Malaga, Spain",36.721261,-4.4212655,Binter Mediterráneo,Melilla - Málaga,CASA  CN-235-200,47,4,0
09-11-2001,"Shanksville, Pennsylvania",40.0178571,-78.9072458,United Air Lines,Newark - San Francisco,Boeing B-757-222,44,44,0
09-11-2001,"Arlington, Virginia.",38.8816208,-77.0909809,American Airlines,Washington D.C. - Los Angeles,Boeing B-757-223,64,64,125
09-11-2001,"New York City, New York",40.7127753,-74.0059728,American Airlines,Boston - Los Angeles,Boeing 767-223ER,92,92,2750
09-11-2001,"New York City, New York",40.7127753,-74.0059728,United Air Lines,Boston - Los Angeles,Boeing B-767-222,65,65,2750
09-12-2001,"Near Chichen Itza, Mexico",20.6797272,-88.566708,Aero Ferinco Charter,Chichen Itza - Cozumel,LET 410UVP,19,19,0
09/15/2001,"Belo Horizonte, Brazil",-19.919052,-43.9386685,TAM (Brazil),Recife  - Sao Paulo,Fokker 100,82,1,0
09/18/2001,"Guatemala City, Guatemala",14.6349149,-90.5068824,AtlantiAirlines,"Guatemala City - San Pedro Sula, Honduras",LET 410UVP-E,13,9,0
10-03-2001,"Decatur Island, Washington",48.5073487,-122.8143084,Aeronautical Services - Air Taxi,"Decatur Island, WAAnacortez, WA",Cessna 172N,3,3,0
10-04-2001,"110 miles SW of Sochi, Russia",43.6028079,39.7341543,Sibir Airlines,"Tel Aviv -  Novosibirsk, Russia",Tupolev Tu-154M,78,78,0
10-08-2001,"Milan, Italy",45.4642035,9.189982,Scandinavian Airlines (SAS) / Private,Milan - Copenhagen / Milan - Paris,MD-87 / Cessna 525A Citation II,114,114,4
10-08-2001,"Mollet Lake, Quebec, Canada",46.8130816,-71.2074596,Air Saint Maurice Inc.,Iyachisakus Lake - Mollet Lake,de Havilland DHC-2 Mk 1 Beaver,7,3,0
10-10-2001,"Dillingham, Alaska",59.0395277,-158.4633056,PenAir,Dillingham - King Salmon,Cessna 208 Caravan,10,10,0
10-10-2001,"Off Valencia, Spain",39.4765251,-0.3856324,Flightline,"Barcelona - Oran, Algeria",Swearingen SA-226AT Merlin IV,10,10,0
10-11-2001,"Shamattawa, Canada",55.86172,-92.098404,Perimeter Airlines,Gods Narrows - Shamattawa,Swearingen SA.226TC Metro I,3,2,0
10/13/2001,"Near Humiata, Brazil",-7.5169682,-63.0298464,Air Taxi - Continental Air Taxi,Humiata - Altamira,EMB 810C Seneca,6,3,0
10/18/2001,"Anchorage, Alaska",61.2175758,-149.8996785,ERA Aviation - Air Taxi,"Fire Island, AK - Anchorage, AK",Bell 206L,5,3,0
11-12-2001,"Belle Harbor, Queens, New York",40.5754846,-73.8507279,American Airlines,"New York City - Santo Domingo, Dominican Rep.",Airbus A-300-605R,260,260,5
11/19/2001,"Kalyazin, Russia",57.2409979,37.8281848,Charter - IRS Aero,Khatanga - Moscow,Ilyushin 18V,27,27,0
11/22/2001,"Pittsburgh, Pennsylvania",40.4406248,-79.9958864,Universal Jet Aviation,"Pittsburgh, PA - Baca Raton, Fl",Learjet 25B,2,2,0
11/23/2001,"Palade, Estonia",58.9685416,22.8502318,ELK Aviation Co. (leased from Eminex),Tallinn - Kardla,Antonov AN-28,17,2,0
11/24/2001,"Birchwil, Switzerland",47.45826,8.6372,Crossair,Berlin - Zurich,BAE Avro RJ100,33,24,0
11/27/2001,"Port Harcourt, Nigeria",4.8472226,6.974604,MK Airlines,Luxembourg - Port Harcourt,Boeing 747-246F,13,1,0
11/28/2001,"San Jerónimo de Moravia , Costa Rica",10.0322142,-84.0008772,SANSA,San Jose - Quepos,Cessna 208B Grand Caravan,8,3,0
12-01-2001,"Near Novaya Inya , Russia",59.375546,144.862197,"Military - Russian, cargo",Moscow - Bratsk - Anadyr,Ilyushin IL- 76TD,18,18,0
12-01-2001,"Bessemer, Alabama",33.4017766,-86.954437,Air Carriers,Little Rock - Bessemer,Cessna 208B Grand Caravan,2,2,0
12-10-2001,"Sierra Blanca, Texas",31.1745732,-105.3571764,Air Cargo Express,Harlingen - El Paso,Learjet 24D,2,2,0
12/14/2001,"Geti, DemocratiRepubliCongo",,,Eagle Air,Bunia - Beni,Let 410A,6,6,0
12/16/2001,"Near Medellin, Colombia",6.2476376,-75.5658153,Heliandes,Medellin - Quibdo,Let 410UVP-E,16,16,0
12/20/2001,"Zurich, Switzerland",47.3768866,8.541694,Eagle Air,,Cessna 560 Citation V,2,2,0
12/26/2001,"Bremerhaven, Germany",53.5395845,8.5809424,BAL Bremerhaven Airline,Bremerhaven - Wangerooge,Britten Norman BN-2B Trislander,9,8,0
01-01-2002,"Hollywood, Florida",26.0112014,-80.1494901,Air Taxi - Air Taxi Inc.,,Piper PA-31-250,5,5,0
01-04-2002,"Birmingham, England",52.486243,-1.890401,Agco Corp,"Birmingham, England - Bangor, MA",Canadair CL-604,5,5,0
01-09-2002,"Shamsi AFB, Pakistan",30.375321,69.345116,Military - U.S. Air Force,Jacobabad - Shamsi,Lockheed Hercules KC-130R,7,7,0
01/14/2002,"Bilbao, Spain",43.2630126,-2.9349852,Ibertrans Aérea,Madrid - Bilbao,Embraer EMB-120 Brasilia,3,3,0
01/15/2002,"Chilpancingo, Mexico",17.5515346,-99.5006322,Procuraduría General de la República,Mexico City - Chilpancingo,de Havilland DHC-6 Twin Otter 300,17,5,0
01/16/2002,"Near Solo, Indonesia",-7.5695177,110.8250266,Garuda Indonesia Airlines,Ampenan - Yogyakarta - Jakarta,Boeing B-737-3Q8,62,1,0
01/17/2002,"Near La Bonita, Ecuador",0.5319546,-77.5848665,Petroproducción,Quito - Lago Agrio,Fairchild FH-227E,26,26,0
01/19/2002,"Near Milford Sound, New Zealand",-44.6414024,167.8973801,Air Fiordland,Te Anau  - Milford Sound,Cessna 207 Skywagon,6,6,0
01/27/2002,"Near Luena, Angola",-11.7714258,19.8901427,Military - Angolan  Air Force,,Antonov AN-12,40,5,0
01/28/2002,"Near Ipiales, Colombia",0.83002,-77.6415554,TAME,Quito -  Tulcán - Cali,Boeing B-727-134,92,92,0
02-02-2002,"Ellsworth AFB, South Dakota",44.1463938,-103.0748767,Military - U.S. Air Force,Training,Learjet C-21A,2,2,0
02-12-2002,"Near Khorramabed, Iran",33.4646833,48.3389644,Iran Air Tours,Tehran - Khorramabed,Tupolev TU-154,117,117,0
02/15/2002,"Monrovia, Liberia",6.3156068,-10.8073698,Tiramavia,,Antonov 12BP,10,1,0
02/21/2002,"Lakhta, Russia",59.991839,30.1583357,Military - Russian Navy,Sanofov - Lakhta,Antonov AN-26,20,17,0
02/22/2002,"Off Dumaguete, Philippines",9.3068402,123.3054467,Military - U.S. Army,Basilan - Mactan Island,MH-47 Chinook helicopter,10,10,0
03-09-2002,"Monte Rotondo, Italy",42.0517785,12.6202874,Svedijos Prekés,"Budapest, Hungary - Tunis, Tunisia",Antonov 2TP,3,3,0
03/14/2002,"Near Placetas, Cuba",22.3179093,-79.6558242,Charter - Aerotaxi,Cienfuegos -- Cayo Coco,Antonov AN-2,17,17,0
03/15/2002,"Alma, Wisconsin",44.3199654,-91.9148839,Priorty Air Charter,Minneapolis - Detroit,Cessna 208B Caravan I Super Cargomaster,1,1,0
03/17/2002,"Off Djibouti, Republiof Djibouti",11.825138,42.590275,Djibouti Airlines,"Mogadishu, Somalia - Djibouti",Let 410UVP-E,4,4,0
04-01-2002,"Near Cairns, QLD, Australia",-16.9203476,145.7709529,Air Taxi,Cairns - Hicks Island,Shrike Commander 500S,4,4,0
04-12-2002,"Palma de Mallorca, Spain",39.5696005,2.6501603,Tadair,Madrid - Palma de Mallorca,Swearingen SA.227AC Metro III,2,2,0
04/15/2002,"Busan, South Korea",35.2100142,129.0688702,Air China,Beijing - Busan,Boeing B-767-200ER,166,128,0
04/18/2002,"Near Sweers Island, QLD, Australia",-17.1272962,139.6044141,Air taxi,Mornington Island - Normanton,Cessna U206A,6,6,0
04/19/2002,"Popayán, Colombia",2.4448143,-76.6147395,SELVA Colombia,Medellín - Popayán,Antonov AN-32A,8,3,0
04/24/2002,"Near Olancho, Honduras",14.8067406,-85.7666645,Private,,Cessna 206G,6,6,0
04/28/2002,"Near Abakan, Russia",53.7175644,91.4293172,Private,,Mi-8 helicopter,20,8,0
05-04-2002,"Kano, Nigeria",12.0021794,8.5919561,EAS Airlines (Executive Airline Services),Abuja - Jos - Kano - Lagos,BAC One-Eleven 525FT,77,74,75
05-07-2002,"Near Tunis, Tunisia",36.8064948,10.1815316,EgyptAir,Cairo - Tunis,Boeing B-737-566,62,14,0
05-07-2002,"Off Dalian, China",38.9139899,121.6147,China Northern Airlines,Beijing - Dalian,McDonnell Douglas MD-82,112,112,0
05/21/2002,"Near Calabar, Nigeria",4.9757165,8.3417006,Sky Executive Air Services,Port Harcourt - Calabar,LET 410UVP,5,5,0
05/25/2002,"Off Penghu Island, Taiwan",23.583333,119.583333,China Airlines (Taiwan),Taipei - Hong Kong,Boeing B-747-209B,225,225,0
05/25/2002,"Near Nabire, Indonesia",-3.3722254,135.5016253,Trigana Air Service,Nabire - Enaotali,de Havilland Canada DHC-6 Twin Otter 300,6,6,0
06-01-2002,"George, South Africa",-33.9881281,22.4529878,Airquarius Aviation - Charter,Bloemfontein - George,Hawker Siddeley HS-748-372,3,3,0
06-02-2002,"Near Ndalatando, Angola",-9.2993916,14.9096846,Military - Angolan Armed Forces,Luanda - demobilization camp,Mi-17,25,20,0
06-04-2002,"Oiapoque, Amapa, Brazil",3.8429349,-51.8344456,Marco Zero Air Taxi,,Embraer 721C Sertanejo,5,5,0
06-11-2002,"Winnipeg, Manitoba",49.8954221,-97.1385145,Keystone Air Services Ltd. - Air Taxi,Winnipeg Manitoba,PA- 31-350 Chieftain,8,1,0
06-12-2002,"Near Gardez, Afghanistan",33.6042793,69.2281531,Military - U.S. Air Force,,Lockheed MC-130H Hercules,10,3,0
07-01-2002,"Uberlingen, Germany",47.7661746,9.1702772,Bashkirian Airlines / DHL Worldwide Express,Moscow-Munich-Barcelona / Bahrain/Brussels,Tupolev TU-154M / Boeing B-757-23APF,71,71,0
07-04-2002,"San Dimas, California",34.1066756,-117.8067257,Private,,Cessna 310,2,2,2
07-04-2002,"Bangui, Central African Republic",4.3946735,18.5581899,Prestige Airlines (Cargo) Charter,"N'Djamena, Chad - Brazzaville, Congo",Boeing B-707-123B,27,25,0
07-12-2002,"Port Alsworth, Alaska",60.1981603,-154.3240808,"Air Taxi - Bigfoot Air of Alaska, LLC","Lake Hood, AK - Iliamna, AK",de Havilland DHC-2,4,4,0
07/16/2002,"Near Long Barai, Indonesia",-0.789275,113.921327,Sabang Merauke Raya Air Charter,Tarakan - Krayan,Britten-Norman BN-2A Islander,10,10,0
07/16/2002,"Off Cromer, Norfork, England",52.931448,1.301866,Bristow Helicopters,Gas platform Clipper - drilling rig Golbal Sante Fe Monach,Sikorsky S-76A,11,11,0
07/17/2002,"Surkhet, Nepal",28.601789,81.600906,Skyline Airways,Jumla - Surkhet,de Havilland Canada DHC-6 Twin Otter 300,4,4,0
07/27/2002,"Lviv, Ukraine",49.839683,24.029717,Military - Ukraine Air Force,,Sukhoi Su-27,2,0,85
07/28/2002,"Moscow, Russia",55.755826,37.6173,Pulkovo Aviation Enterprise,Moscow - St. Petersburgh,Iluyshin Il-86,16,14,0
08-07-2002,"Caguas, Puerto Rico",18.2387995,-66.035249,Military - U.S. Air Force,Roosevelt Roads NS - Borinquen NGB,Lockheed MC-130H Hercules,10,10,0
08/15/2002,"Kadjuduwa Watta, Sri Lanka",7.873054,80.771797,Military - Sri Lanka Air Force,,Yunshuji Y-8D,5,5,0
08/19/2002,"Khankala, Chechnya",43.3080778,45.7697275,Military - Russian Air Force,,Mil Mi-26,147,121,0
08/22/2002,"Pokhara, Nepal",28.2095831,83.9855674,Shangri La Air,Jomsom - Pokhara,de Havilland Canada DHC-6-300 Twin Otter,18,18,0
08/29/2002,"Near Ayan, Russia",56.454056,138.167328,Vostok Aviakompania,Khabarovsk - Ayan,Antonov AN-28,16,16,0
08/30/2002,"Lexington, Kentucky",38.0405837,-84.5037164,Care Flight International,"Marco, Fl - Lexington, KY",Learjet 25C,5,1,0
08/30/2002,"Rio Branco, Brazil",-9.9740249,-67.8098191,Rico Taxi Aéreo,Cruzeiro do Sul - Tarauaca - Rio Branco,Embraer 120ER Brasilia,31,23,0
09-02-2002,"Near Xichang, China",27.8944899,102.26305,CAAC Air TraffiManagement Bureau,Survey,Cessna 650 Citation VI,3,3,0
